ID,class, sampleid, microid, x, y, z, numcal, vol, compK, elongK, compM, minD, maxD, rmean, rstd, b1mean, b1std, b2mean, b2std, b3mean, b3std, r1, r2, r3, r4, surf, surfovervol,Angular Second Moment,Contrast,Correlation,Sum of Squares: Variance,Inverse Difference Moment,Sum Average,Sum Variance,Sum Entropy,Entropy,Difference Variance,Difference Entropy,Information Measure of Correlation 1,Information Measure of Correlation 2,Maximal Correlation Coefficient,Variance,Skewness,Kurtosis,SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV,SZE,LZE,GLN2,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV2,ZSV,Coarseness,Contrast2,Busyness,Complexity,Strength
2_ 07B06163_ mc-68-13,2, 07B06163, mc-68-13,553,2171,1284,31,90,0.036525,1.800619,0.019022,9.323426,16.787936,67.671141,5.486369,34.554189,13.261324,14.965637,6.620546,12.262013,3.647592,1.958406,2.308902,1.220488,5.518763,185,0.620805,0.021843781,12.68649923,0.291660308,8.870178748,0.282402135,151.0444516,22.79421577,3.913590366,5.73491686,0.001806472,2.806651409,-0.287404884,0.921372364,1.603165207,172.1146914,0.422944372,-0.859007157,0.959732561,1.163275434,0.050976239,0.898496758,0.948681733,0.000209109,4919.376675,0.000201329,4706.64727,0.000240656,5781.728536,0.283190479,5.80626E-05,0.700263238,6.653846154,0.046227811,0.456545858,0.541666667,0.000223292,4654.817308,0.000159792,3203.923966,0.001311808,34576.91346,0.037634698,2.59442E-05,0.053508089,0.237973624,0.01237991,0,14.79149094
2_ 07B06163_ mc-68-14,2, 07B06163, mc-68-14,611,2263,1307,31,71,0.000837,4.362517,0.000132,18.641279,81.3229,68.46088,6.769445,36.575189,12.589805,15.898724,8.046744,11.614861,5.717425,1.871785,2.300511,1.368826,5.894249,867,0.529951,0.007284546,28.47994517,0.667559512,42.25765605,0.238139973,157.0681289,140.550679,5.141792433,7.597841684,0.001009317,3.461726477,-0.23427532,0.93037669,1.713940317,148.3889303,1.261714248,0.676694986,0.888982551,1.674297747,0.03353072,0.749637951,0.843934575,0.01129737,722.8958408,0.00910291,677.3137559,0.025179833,970.3505297,0.002223573,7.58336E-06,0.5888371,4795.791755,0.016617629,0.324706376,0.156998543,0.004827352,1456.537572,0.002245451,896.0507284,26.26523152,1034082.677,9.30495E-06,1.07381E-06,0.000965924,0.039212807,0.497151811,4183.519051,9.109298528
2_ 07B06163_ mc-68-15,2, 07B06163, mc-68-15,608,2271,1307,31,269,0.003361,3.944962,0.000602,19.375363,76.435066,68.717913,6.999807,36.252156,12.62985,16.002517,7.987513,11.864137,5.633597,1.895554,2.265403,1.348814,5.79207,772,0.544429,0.006680629,30.97863896,0.654151369,44.21477749,0.227907203,158.1561306,145.880471,5.211351267,7.670212945,0.000952236,3.514356332,-0.245106787,0.938894662,1.725053526,158.9026897,1.131022347,0.276433304,0.890076231,1.663837641,0.0334134,0.751732997,0.845622175,0.009564949,728.0548988,0.007919235,682.2391995,0.019517497,976.3765763,0.002462589,8.19273E-06,0.590189781,4474.603876,0.016666316,0.325979144,0.159260325,0.004875541,1457.87732,0.002207605,905.4187773,23.91477851,976271.4761,9.96439E-06,1.15E-06,0.001051603,0.039298408,0.449102368,4233.820977,9.749092544
2_ 07B06163_ mc-68-16,2, 07B06163, mc-68-16,610,2281,1308,31,21,0.000696,3.511444,0.000115,16.135481,56.658837,69.640316,7.65419,36.47207,12.16645,16.672909,7.700383,12.018375,5.472633,1.909415,2.187505,1.387285,5.794487,506,0.5,0.005488927,35.07805648,0.612272916,44.71909417,0.200198557,160.0273126,143.7983202,5.284188581,7.792547057,0.000866673,3.587702751,-0.253790156,0.946039365,1.727430338,172.3268698,0.880120576,-0.287331008,0.967950942,1.13965265,0.018338198,0.91878066,0.957166451,0.000441396,3355.728084,0.000428968,3233.839479,0.000497923,3875.405867,0.052260453,1.55052E-05,0.685350879,6.234995773,0.017832938,0.435951265,0.547685185,0.000500749,3129.358411,0.00035641,2059.979898,0.002375101,23407.52325,0.004377336,2.76323E-06,0.013011496,0.168017569,0.018960541,5145.750922,27.67486113
2_ 07B06163_ mc-68-17,2, 07B06163, mc-68-17,533,2294,1326,31,8119,0.083434,3.719502,0.008667,26.305998,97.845213,97.542052,31.077908,34.468574,13.927968,16.030611,8.417849,13.794405,5.553721,2.829884,2.150172,1.16211,7.071131,2183,0.212747,0.000458259,116.6100302,0.932310922,860.7690238,0.114577155,218.7808291,3326.466065,7.557163551,11.52707447,0.000253856,4.446465173,-0.255685203,0.981451614,4.615536886,148.9570838,0.876406642,-0.167192241,0.964825487,1.178432421,0.007717082,0.91232419,0.94944446,0.005794828,5652.206467,0.004723199,5502.728229,0.013457176,6337.435627,0.01275566,3.60862E-06,0.704976652,14.44364781,0.007784681,0.460278546,0.519391462,0.002691866,6355.347032,0.001722647,4565.326266,0.110150692,32504.80685,0.000465851,1.71274E-07,0.003920315,0.137515709,0.034458302,25058.81471,66.5699899
2_ 07B06163_ mc-69-14,2, 07B06163, mc-69-14,566,2333,1407,31,418,0.010693,3.359172,0.001326,20.260049,68.056982,74.01552,11.127117,35.648591,13.784981,16.730619,8.97908,13.728861,5.661488,2.076254,2.13074,1.218646,5.391235,752,0.507422,0.002814307,52.97831082,0.654855753,77.84747081,0.162275341,167.2618885,258.4115724,5.777634049,8.755372395,0.000617479,3.85919729,-0.229483656,0.94544555,2.225317819,113.8037186,1.02690814,0.710392651,0.885154795,1.702893083,0.030171572,0.742099691,0.839416131,0.01208017,819.368482,0.009115572,769.2543089,0.044550329,1093.295224,0.002032431,6.35351E-06,0.591331196,2769.056717,0.014101701,0.326302304,0.145224329,0.006507956,1878.547598,0.003382545,1211.931836,14.12787946,715245.4362,1.93843E-05,1.84115E-06,0.001452565,0.03332161,0.249891401,6270.093011,22.11472122
2_ 07B06163_ mc-69-15,2, 07B06163, mc-69-15,552,2293,1428,31,2344,0.038207,3.024112,0.005353,25.110712,75.937597,83.806865,19.60298,35.351387,13.72502,16.148997,8.884952,13.154282,5.64101,2.370681,2.189076,1.227661,6.371071,1244,0.318648,0.000902696,90.14806512,0.856946272,314.2412828,0.123605902,191.0402806,1166.817066,6.846383912,10.44338759,0.000364488,4.257388086,-0.240001506,0.969351874,3.285741984,137.5831096,0.885235876,-0.044832733,0.888017711,1.740089568,0.02784679,0.74814704,0.838029764,0.016876896,1202.516529,0.011274859,1147.773123,0.112151135,1491.33854,0.001810711,5.84418E-06,0.634902101,3084.941558,0.010950619,0.373955496,0.175567833,0.00662883,2892.770854,0.003224916,1990.684696,19.22689158,667841.9602,1.57543E-05,7.37469E-07,0.001045872,0.038896821,0.268616961,11655.11955,35.22619415
2_ 07B06163_ mc-70-12,2, 07B06163, mc-70-12,547,2448,1478,31,505,0.075488,1.676418,0.032214,14.929053,25.027336,71.831441,8.8703,35.039143,13.436386,15.263171,7.703345,12.699214,4.520537,2.050034,2.295666,1.201899,5.656369,459,0.400873,0.003965356,30.52147246,0.640451288,42.21702282,0.193518835,163.1622434,138.3466188,5.410933234,8.199729244,0.000918512,3.496564975,-0.201616782,0.914170138,1.895985218,174.9870874,0.440910156,-0.907572284,0.965744228,1.157280253,0.018375246,0.913855775,0.953073696,0.000333664,4107.703287,0.000323568,3951.189432,0.000381458,4804.875449,0.051462844,1.25287E-05,0.674915814,6.577480491,0.018295843,0.422790449,0.529515939,0.000389507,3791.45039,0.000279717,2453.604797,0.00194254,30046.44036,0.006558864,3.68355E-06,0.016380579,0.181591189,0.014439435,5003.699176,35.3251879
2_ 07B06163_ mc-70-13,2, 07B06163, mc-70-13,552,2441,1482,31,16,0.002392,1.676418,0.001021,14.929053,25.027336,71.831441,8.8703,35.039143,13.436386,15.263171,7.703345,12.699214,4.520537,2.050034,2.295666,1.201899,5.656369,459,0.400873,0.003965356,30.52147246,0.640451288,42.21702282,0.193518835,163.1622434,138.3466188,5.410933234,8.199729244,0.000918512,3.496564975,-0.201616782,0.914170138,1.895985218,174.9870874,0.440910156,-0.907572284,0.965744228,1.157280253,0.018375246,0.913855775,0.953073696,0.000333664,4107.703287,0.000323568,3951.189432,0.000381458,4804.875449,0.051462844,1.25287E-05,0.674915814,6.577480491,0.018295843,0.422790449,0.529515939,0.000389507,3791.45039,0.000279717,2453.604797,0.00194254,30046.44036,0.006558864,3.68355E-06,0.016380579,0.181591189,0.014439435,5003.699176,35.3251879
2_ 07B06163_ mc-71-5,2, 07B06163, mc-71-5,610,2303,1570,31,71,0.03405,2.693343,0.007356,7.905253,21.291555,66.724832,5.242097,34.024,12.618179,15.016346,6.339412,11.317113,4.324043,1.961111,2.265798,1.326871,5.895924,192,0.644295,0.022510873,21.68181644,0.204142193,13.49948119,0.241672073,151.1088865,32.31610831,4.033258055,5.65453194,0.001376323,3.132436697,-0.345703514,0.950687625,1.631777556,197.5826225,0.788816272,-0.474584839,0.965027814,1.147251309,0.058855123,0.911326273,0.954403498,0.00020675,4960.998691,0.000200031,4775.938523,0.000235087,5738.354058,0.249475464,5.12443E-05,0.657508188,5.6,0.0471875,0.421875,0.555555556,0.000223907,4651.7,0.000154414,2919.899704,0.001107132,28929.7,0.051254526,4.02154E-05,0.066957721,0.24132661,0.008220989,0,19.741792
2_ 07B06905_ mc-10-1,2, 07B06905, mc-10-1,564,442,1011,48,3310,0.135625,2.011002,0.052813,19.752278,39.721862,80.856111,16.406382,37.870329,12.70738,17.874596,9.025816,14.875874,5.835145,2.135078,2.118668,1.201583,5.435385,1245,0.249849,0.001321643,50.83327731,0.881664304,214.3367711,0.16202917,181.5376888,806.5138072,6.585772619,9.982939112,0.000541078,3.843513231,-0.234143638,0.960970159,3.480272453,136.714137,0.852559312,-0.12902856,0.966832219,1.179987848,0.011161562,0.917540313,0.950572687,0.005677583,4906.795543,0.003768883,4744.333939,0.025420701,5719.15556,0.029221666,6.23854E-06,0.683445679,8.572841293,0.010815206,0.433345108,0.519874608,0.001740984,4613.772311,0.000900632,3024.797598,0.067340791,44175.54776,0.001401768,6.32729E-07,0.007846767,0.115967457,0.016052429,10045.84314,48.53521631
2_ 07B06905_ mc-17-1,2, 07B06905, mc-17-1,600,811,1946,48,56,0.001418,1.711824,0.000561,27.100122,46.390634,83.309634,17.775329,34.936356,14.011381,18.188832,10.401444,13.65878,7.942803,2.384611,1.920759,1.331659,6.099347,1153,0.297012,0.000954217,79.7817431,0.823452406,225.282422,0.127441272,188.8241163,821.347945,6.674138347,10.26969192,0.000442214,4.123233912,-0.217711785,0.954783127,3.168192587,175.0782827,0.534954162,-0.763898466,0.957073371,1.238067015,0.010948009,0.894548354,0.936416119,0.013374868,2899.482122,0.009895704,2814.167768,0.046070954,3302.600101,0.007454623,4.05807E-06,0.672289203,24.44530862,0.010251343,0.419679073,0.447265191,0.003769766,3496.831706,0.001811941,2436.539088,0.41082285,35547.67086,0.000345851,2.79196E-07,0.005538758,0.133251622,0.057957205,8913.882804,36.7976593
2_ 07B06905_ mc-18-2,2, 07B06905, mc-18-2,554,808,1966,48,395,0.00095,2.032511,0.000312,53.246352,108.223801,121.07618,44.251861,36.316477,14.84637,18.453985,10.994605,15.79881,8.667967,3.333919,1.967948,1.168062,7.663627,6923,0.173201,0.000246263,106.6963673,0.967389249,1640.270919,0.119146395,264.6543265,6454.387309,8.140530466,12.26584707,0.000230466,4.382242098,-0.288316904,0.991029794,5.350075752,171.8385857,0.47052326,-0.844169612,0.890344135,2.694498592,0.015465974,0.754682418,0.800777509,0.032298469,4064.543477,0.019201974,3912.602457,1.110541519,4881.790721,0.000772614,1.12688E-06,0.677431641,6041.969413,0.005953421,0.424967818,0.207887733,0.007077296,8902.035358,0.003838865,6289.582551,95.56211044,1861063.236,1.14567E-05,1.08133E-07,0.000452797,0.060241861,0.455336423,24415.47569,35.11396067
2_ 07B06905_ mc-18-3,2, 07B06905, mc-18-3,521,758,1973,48,71,0.000184,1.621069,0.000076,60.182328,97.559694,100.099363,31.972621,39.350249,11.797026,19.429189,9.138919,14.475989,6.6245,2.543805,2.025316,1.342167,6.914855,3962,0.307561,0.000435307,114.2005897,0.92916081,818.4401576,0.109839916,222.5195286,3159.560041,7.610223987,11.55863995,0.000249363,4.37257498,-0.264315062,0.982650046,4.609185275,114.755906,0.830847108,0.102549627,0.872404658,1.860457188,0.026746447,0.718556165,0.817200455,0.015011418,1632.311899,0.01090573,1566.315288,0.064926591,2003.962673,0.00113469,3.82362E-06,0.632630721,19321.52315,0.008872683,0.371841264,0.142419697,0.003518527,5116.038827,0.001555957,3721.080889,145.6861314,3317141.086,4.7207E-06,4.54511E-07,0.000404277,0.023627051,0.425180283,21338.08021,45.37534859
2_ 07B06905_ mc-18-4,2, 07B06905, mc-18-4,555,750,1987,48,244,0.00081,1.528281,0.000397,55.644005,85.039662,79.953419,17.140992,39.033905,11.854586,19.047848,9.716329,15.371264,6.928747,2.048307,2.049255,1.239186,5.201486,2442,0.521795,0.001208197,89.0556838,0.78731819,214.2113319,0.125388209,183.8066364,767.7896437,6.584271331,10.06552362,0.000466912,4.095142192,-0.230360283,0.955704314,2.850054816,143.82972,0.685944516,-0.537781653,0.877400754,1.800278659,0.027719508,0.727814591,0.825214124,0.018629692,949.9370996,0.014199051,901.3186262,0.060979548,1230.162628,0.001573177,5.32399E-06,0.607805898,10445.6883,0.012724261,0.345044893,0.146792422,0.004916069,2448.85629,0.002173324,1665.73631,83.29763059,1846032.084,6.48778E-06,7.26738E-07,0.000641494,0.027886914,0.479164765,8301.659972,16.95541504
2_ 07B06905_ mc-18-5,2, 07B06905, mc-18-5,496,798,1996,48,1900,0.003262,1.567381,0.001976,62.976098,98.707564,108.703661,41.378779,37.266869,13.241488,18.63719,10.147072,14.451238,7.994883,2.916898,1.999597,1.28966,7.5221,6540,0.227819,0.000303003,114.6481717,0.962330757,1521.765281,0.113740777,245.7662532,5972.412954,7.983366863,12.10572608,0.000224091,4.433742776,-0.274766124,0.988282493,5.362419388,168.8930335,0.706875334,-0.55932323,0.877765746,2.028316453,0.022288746,0.729143438,0.813656122,0.021940533,2056.247793,0.014738099,1976.011673,0.304554863,2492.11247,0.000868525,2.5848E-06,0.640791216,15001.08422,0.008169288,0.38151976,0.150224694,0.005392983,6022.198839,0.002638267,4303.534991,163.0204083,2557163.093,4.36991E-06,1.59335E-07,0.000238865,0.029687719,0.724969222,24641.17255,27.02168368
2_ 07B06905_ mc-18-6,2, 07B06905, mc-18-6,479,797,2014,48,155,0.00111,2.851514,0.000323,27.456742,78.293275,76.58118,12.665999,37.803942,12.127662,20.103672,9.090552,15.106619,7.096912,2.025746,1.88045,1.330786,5.069379,2240,0.357257,0.001564641,47.4472697,0.795843226,115.3637459,0.15974982,172.8787292,414.007714,6.176374599,9.629688518,0.000589359,3.805461307,-0.174917361,0.910913544,3.257467922,114.0138145,0.93956645,0.329640519,0.895812726,1.655224838,0.020807012,0.763409323,0.850042109,0.010967549,1102.366371,0.008287593,1040.349349,0.04035669,1444.662505,0.001622504,3.29893E-06,0.591938028,3053.904093,0.013402117,0.327901703,0.159925366,0.00371428,2250.791906,0.00172035,1426.727337,25.49428964,722158.1798,1.33837E-05,3.5024E-07,0.000746683,0.034347192,0.446762836,6195.534778,10.06433448
2_ 07B06905_ mc-18-7,2, 07B06905, mc-18-7,481,786,2020,48,627,0.004942,2.152821,0.001907,32.060737,69.021035,76.469158,12.814086,38.293968,11.964053,20.196857,8.911542,15.657003,7.688514,1.996898,1.896036,1.289957,4.884023,2075,0.370999,0.001610017,47.17330001,0.809472131,122.8666506,0.160288294,173.0211473,444.2933025,6.201052981,9.614995517,0.000593332,3.799588305,-0.184956959,0.921103724,3.197303939,120.5063062,0.966065162,0.296181415,0.904506244,1.620671742,0.019385242,0.781031383,0.85960766,0.013785622,1181.631951,0.009264545,1117.836085,0.088695905,1529.151912,0.001829143,3.13833E-06,0.588719536,1654.896315,0.013423912,0.324948757,0.177375647,0.004282093,2251.17906,0.002088843,1421.590124,11.75435058,514146.7648,1.68248E-05,2.68448E-07,0.00094004,0.03674939,0.33492634,6281.789574,11.31231392
2_ 07B06905_ mc-3-1,2, 07B06905, mc-3-1,629,333,502,48,27042,0.050467,1.365007,0.030629,70.280332,95.933161,111.366904,38.345505,36.356322,13.607842,18.233679,9.323985,15.197737,7.01444,3.063206,1.99391,1.199763,7.327861,4558,0.14323,0.00028069,111.6892814,0.954811769,1238.014431,0.118223477,245.1437269,4840.368445,7.930074526,12.09646494,0.000237531,4.419330959,-0.262706734,0.985293485,5.355974809,161.5296394,0.572749448,-0.680862287,0.944399537,1.404380221,0.007220579,0.866894955,0.91017039,0.012203673,6822.184551,0.00794483,6599.856723,0.116167481,7953.030911,0.004944691,1.45577E-06,0.689030341,104.5272715,0.006425799,0.439697232,0.399811529,0.002339875,8586.26415,0.001238835,6087.543526,1.22883663,137875.3241,0.000155232,6.20382E-08,0.001843245,0.110860159,0.107711328,20838.58129,43.43010756
2_ 07B06905_ mc-3-2,2, 07B06905, mc-3-2,609,293,553,48,54,0.01067,4.019916,0.000907,9.713252,39.046457,66.815789,4.29848,37.551459,10.748374,18.238467,6.64714,15.863001,4.228913,1.779313,2.058915,1.149749,4.212052,131,0.574561,0.040091571,6.905838102,0.102423461,3.828772746,0.347182098,147.1943034,8.40925288,3.225828443,4.825350145,0.002447627,2.440765214,-0.220452015,0.826112664,1.373698918,239.3854595,0.449756347,-1.068727155,0.955614486,1.18611379,0.087529955,0.889053897,0.942727273,0.000202876,4986.262295,0.000194315,4755.062627,0.000238891,5952.466731,0.489391381,9.92325E-05,0.719415681,10.73469388,0.065389421,0.481049563,0.49,0.000220978,4639.673469,0.000165271,3215.476836,0.002115094,54811.59184,0.045043182,5.73924E-05,0.087658734,0.195743678,0.008608419,0,15.60168728
2_ 07B06905_ mc-32-1,2, 07B06905, mc-32-1,583,1152,1483,48,3273,0.153858,1.768094,0.077331,19.710237,34.849561,88.481718,21.861081,34.277272,13.942393,15.738803,8.239016,12.629479,5.538452,2.581352,2.177883,1.246196,7.005967,1100,0.251371,0.000738905,91.17891117,0.879858365,379.0945177,0.116996051,198.3363823,1425.19916,7.016146293,10.69082771,0.000358258,4.235370645,-0.244094508,0.972539628,3.606958897,165.0406458,0.707112518,-0.478946287,0.968266907,1.167587396,0.008751217,0.920595794,0.953518753,0.014396777,5576.164969,0.009546136,5428.396888,0.05617553,6237.42646,0.01823446,3.75963E-06,0.719058726,4.38338945,0.009225413,0.479558574,0.606617647,0.003418202,5419.795511,0.001829128,3773.716511,0.033030948,24980.20404,0.004940153,1.56599E-06,0.008770205,0.170565554,0.015887047,14579.65384,63.21197942
2_ 07B06905_ mc-36-1,2, 07B06905, mc-36-1,594,830,1950,48,2598,0.014407,3.124439,0.002203,33.813095,105.646945,81.669086,17.209214,35.088172,14.441269,18.391913,10.971019,13.981479,8.558747,2.327539,1.907804,1.315448,5.841234,2027,0.377257,0.000976071,79.40839605,0.822124748,222.320233,0.131553298,185.7449479,809.872536,6.64183855,10.3009808,0.000419324,4.153276576,-0.201364817,0.944796686,3.288509037,135.5326577,0.687970815,-0.51513446,0.862393953,2.709804843,0.023785863,0.70149016,0.772574592,0.044957085,896.9571341,0.025915414,835.7540755,0.979382609,1262.295024,0.000574567,1.49774E-06,0.617059632,12790.46457,0.011731485,0.354546893,0.110556205,0.010896276,2486.629325,0.006124761,1685.727109,321.0585209,4522050.269,6.05261E-06,8.01492E-07,0.000559615,0.023253404,0.50426352,7759.560023,12.55198406
2_ 07B06905_ mc-37-10,2, 07B06905, mc-37-10,500,824,2006,48,952,0.002533,1.535791,0.001315,58.467858,89.79441,114.822008,44.384586,37.460397,13.523316,19.500723,10.461139,15.399844,8.010404,3.065157,1.920975,1.266293,7.45605,5818,0.251166,0.000286037,118.4632031,0.964398577,1669.666815,0.116625777,257.6656457,6560.204057,8.081103834,12.15635443,0.000223815,4.443943742,-0.290715466,0.991008073,5.262756367,183.9943358,0.498786125,-0.879165508,0.899239173,1.826989928,0.01566649,0.771144751,0.842526846,0.019446377,3309.180832,0.01253864,3193.658176,0.259801473,3913.583074,0.001259471,1.95149E-06,0.652098941,3485.435814,0.007150617,0.394381639,0.206771978,0.004601862,7589.130532,0.002340121,5447.529369,44.76890559,706822.2965,1.17882E-05,1.18803E-07,0.000624901,0.051480843,0.279735523,24920.11211,45.91317813
2_ 07B06905_ mc-37-12,2, 07B06905, mc-37-12,501,1167,2034,48,13072,0.020807,1.687428,0.011612,61.648665,104.027698,99.815336,32.267297,34.348072,15.477321,15.359322,10.219152,12.459026,7.245595,2.905995,2.236301,1.232787,8.011488,9022,0.221872,0.000344858,119.8508253,0.933348245,898.9708518,0.107673987,223.8692515,3476.032582,7.65582105,11.90293184,0.000232467,4.470297226,-0.223042653,0.97174275,5.39256088,128.2044217,0.832933146,-0.151552166,0.883877215,2.524859104,0.020751578,0.741820519,0.800045627,0.031042345,2118.618047,0.017894547,2043.553442,0.901087846,2509.715607,0.000547069,1.39604E-06,0.665067128,9575.873281,0.007957788,0.409896332,0.201089088,0.009566351,5175.256672,0.00509654,3728.905895,78.794643,1730943.273,4.28491E-06,6.50259E-08,0.000221262,0.038616412,0.862333075,21745.27768,16.78427803
2_ 07B06905_ mc-37-14,2, 07B06905, mc-37-14,577,819,2029,48,5046,0.017273,2.138956,0.004953,47.044064,100.625171,119.117782,46.867463,36.451629,14.747152,17.944388,11.397835,14.66965,9.366156,3.267832,2.031367,1.223232,8.120015,5338,0.19459,0.00027698,106.0256363,0.972595047,1935.352702,0.124224231,263.8860039,7635.385172,8.13373287,12.17817563,0.000231115,4.387178114,-0.300244036,0.992507175,5.299267648,198.3498964,0.504782351,-1.009333459,0.898262813,2.697071987,0.013783991,0.770509261,0.809667916,0.032569775,4233.432951,0.018996355,4074.727468,1.179406726,5088.938723,0.001178997,1.48837E-06,0.671058021,2127.778307,0.006223049,0.417061856,0.225663382,0.006133649,8630.997216,0.003441427,6098.919879,51.23995874,687323.8361,2.19439E-05,1.15386E-07,0.000793056,0.06510315,0.258636076,24344.03606,52.17572059
2_ 07B06905_ mc-37-15,2, 07B06905, mc-37-15,468,1127,2025,48,520,0.00195,2.166551,0.000553,45.224843,97.981939,101.412347,33.453694,37.454213,13.252691,17.87519,8.947028,12.946726,6.529736,2.707635,2.095318,1.380673,7.83305,5373,0.250911,0.000354183,119.1692353,0.939078418,977.4853304,0.108575083,226.9726393,3790.772086,7.694339593,11.84497971,0.000233582,4.464173829,-0.241827214,0.978810869,5.123703238,142.5468953,0.807325263,-0.302523939,0.90464905,1.709974017,0.017146531,0.781764629,0.854014603,0.021353965,2579.962877,0.014348849,2494.406985,0.19482868,3011.438577,0.001280764,2.34124E-06,0.652187515,1963.793496,0.007835828,0.394588847,0.225971153,0.004700363,5698.048441,0.002336293,4079.394902,26.61504946,350195.8384,1.88896E-05,1.14368E-07,0.000590639,0.050910286,0.333641312,21645.09277,33.30156662
2_ 07B06905_ mc-37-16,2, 07B06905, mc-37-16,523,1098,2064,48,251,0.001378,6.422673,0.00008,22.834008,146.655366,71.882495,9.598081,35.541451,12.805364,18.610177,9.058532,16.025508,7.025239,2.022497,1.909786,1.161285,4.485505,1004,0.608116,0.003319743,43.19996437,0.693230244,69.66002634,0.172818899,164.9258632,235.440141,5.640799476,8.537211695,0.000713785,3.720303064,-0.237410211,0.947946308,2.035086598,116.875481,1.212608757,0.948503518,0.833197313,2.123526647,0.061560144,0.648571758,0.77342959,0.009205345,369.2182073,0.007302415,329.5339574,0.023988334,621.5333531,0.001777173,1.0731E-05,0.542746507,220892.316,0.018349086,0.278117996,0.055676929,0.006032943,1218.04256,0.002364445,742.9770816,1330.85594,39306169.74,6.47352E-07,2.45098E-06,0.000116798,0.008735447,3.247679374,5171.347036,3.682934875
2_ 07B06905_ mc-37-3,2, 07B06905, mc-37-3,537,800,1987,48,46474,0.022109,1.432023,0.011484,111.281117,159.357119,110.487694,42.314831,36.649597,14.028614,18.408147,10.513224,14.742339,7.979492,3.014704,1.990944,1.248659,7.494584,11884,0.171143,0.00028104,108.2331407,0.966036321,1594.273685,0.119536631,248.2781129,6268.861599,8.023253728,12.2025774,0.000226046,4.403164259,-0.269793978,0.9875491,5.56262636,163.172728,0.745912617,-0.489231959,0.852673272,2.403492703,0.030897784,0.682919768,0.778637164,0.021013604,1640.812959,0.013670502,1561.308078,0.480335379,2102.210359,0.000539515,2.13083E-06,0.637615032,185092.9967,0.008069242,0.37750296,0.106025542,0.006371262,6000.109473,0.003363382,4217.593577,1163.183251,37002588.19,5.81365E-07,1.15912E-07,5.59024E-05,0.019446115,2.871700149,24753.58668,10.23795543
2_ 07B06905_ mc-37-7,2, 07B06905, mc-37-7,525,1124,1996,48,6927,0.018326,2.068891,0.007051,48.050342,99.410937,102.138255,32.845802,34.31183,15.378772,15.301076,10.157767,12.914997,7.560222,2.976765,2.242446,1.184753,7.9085,7829,0.216696,0.000328135,121.5179247,0.933953908,920.417428,0.105786973,226.9221064,3560.151787,7.685603772,11.9321246,0.000229404,4.477293559,-0.226393517,0.973352394,5.358391259,132.0572593,0.765676371,-0.331757987,0.908625402,2.50487323,0.014684753,0.79163297,0.825115951,0.028927536,3084.495707,0.01572956,2988.4246,1.059957246,3569.760123,0.001034783,1.33712E-06,0.678797298,1601.095916,0.007411624,0.42677462,0.284271689,0.00821829,5839.566253,0.004442354,4225.054776,10.45268629,475013.6598,1.63123E-05,4.83472E-08,0.000496514,0.060127964,0.369394329,21960.06291,23.52276785
2_ 07B06905_ mc-37-9,2, 07B06905, mc-37-9,497,1127,2012,48,16845,0.016291,1.260205,0.011945,88.986342,112.141063,99.866578,32.36043,34.74659,15.052938,16.350342,9.899876,13.199461,6.823948,2.87414,2.125129,1.238713,7.565959,9752,0.20986,0.00033651,122.4226815,0.932431613,905.7249934,0.106364665,224.3570986,3500.477292,7.6629451,11.9315973,0.000228563,4.485379027,-0.220362043,0.970785591,5.461201791,128.9730589,0.823769316,-0.187178577,0.873767375,2.344686884,0.026155242,0.72190414,0.798688567,0.025126975,1747.611806,0.015221681,1679.513216,0.617171804,2113.929697,0.000513398,1.7219E-06,0.652424142,25590.20208,0.00827208,0.394806998,0.163651791,0.00877807,4946.583501,0.004641524,3550.249996,180.3410429,4470616.167,1.71125E-06,6.1348E-08,0.000124155,0.029175636,1.494170966,21224.00379,12.60010806
2_ 07B06905_ mc-38-16,2, 07B06905, mc-38-16,528,937,2073,48,21883,0.04215,1.915296,0.019711,54.062284,103.545278,112.346946,44.233397,35.495755,14.974371,17.692482,10.722583,14.926275,8.041759,3.165081,2.006262,1.185325,7.52679,5051,0.172043,0.000286167,124.5879182,0.964671137,1763.919321,0.115616036,252.2203658,6931.089366,8.047370447,12.19567006,0.000218134,4.488711361,-0.277155316,0.989137366,5.391315773,190.0525685,0.718387304,-0.64145193,0.876460201,2.105486677,0.023890068,0.726832052,0.808594543,0.025108057,2375.622236,0.015726343,2280.430889,0.399904996,2895.948291,0.000873601,2.66175E-06,0.661067621,21154.52826,0.007264092,0.405067505,0.155329759,0.00721562,6867.257072,0.003650012,4928.499755,146.2679619,4305861.626,3.56413E-06,1.75916E-07,0.000245062,0.036102446,0.74568425,25797.31046,30.70620762
